DESCRIPTION_item1,item2,DESCRIPTION_item2,antecedent support,consequent support,item2_count,Count_validate_item2,rule_support,Combined_Baskets,confidence,lift,TOTALQTY_item1,TOTALADJREV_item1,AUR_item1,TOTALQTY_item2,TOTALADJREV_item2,dept_item2,AUR_item2,Combined_ADJREV,ValueAdded_fromitem2,ExpectedVA_fromitem2
Salmon,81748,BERRIES CV BLUEBERRIES 18 OZ,0.285994592,0.012453008,3021,3021,0.004732225,1148,0.016546555,1.328719603,11901.97778,129734.5489,10.90025131,3245,32180.55,2,9.916964561,161915.0989,152.2856129,532.477247
RibEye,187353,MUSHROOMS - CV SLICED BABY BELLA 8OZ,0.187161984,0.0190031,4610,4610,0.004691004,1138,0.025063871,1.318935922,17746.706,328282.894,18.49824379,5502,14807.03,7,2.691208651,343089.924,69.45983437,371.1214902
RibEye,181201,PP SMALL ROASTED CHICKEN SALAD,0.187161984,0.02599014,6305,6305,0.004686882,1137,0.025041847,0.963513344,17746.706,328282.894,18.49824379,6881.64,80635.9,14,11.71754117,408918.794,377.9309223,2019.271833
FiletMignon,529001,DAISY BRAND SOUR CREAM 8OZ,0.263875148,0.012894077,3128,3128,0.004670393,1133,0.017699253,1.372665362,32963.67,584684.9525,17.73725294,3234,6435.17,5,1.989848485,591120.1225,30.05477349,113.8977038
Salmon,33,CAULIFLOWER CV,0.285994592,0.011022622,2674,2674,0.004658027,1130,0.016287114,1.477607953,11901.97778,129734.5489,10.90025131,2868,12485.32,4,4.353319386,142219.8689,58.15695324,203.3498357
FiletMignon,79909,BERRIES OG STRAWBERRIES 1 LB,0.263875148,0.019650277,4767,4767,0.004653904,1129,0.017636767,0.89753274,32963.67,584684.9525,17.73725294,5287,36499.15,14,6.903565349,621184.1025,169.8635584,643.7270027
FiletMignon,65015,BERRIES OG RASPBERRIES 6 OZ,0.263875148,0.019085543,4630,4630,0.00464566,1127,0.017605524,0.922453397,32963.67,584684.9525,17.73725294,5994,25799.73,12,4.304259259,610484.6825,119.8567789,454.2177603
CrabCakes,1340,POTATOES CV RUSSET,0.159098404,0.071816053,17422,17422,0.004633294,1124,0.029122189,0.40551085,46943.165,365938.355,7.795349014,38885.13,57962.29,4,1.490602963,423900.645,268.5563166,1687.988754
Salmon,1327,ORANGES CV NAVEL,0.285994592,0.013133162,3186,3186,0.004625049,1122,0.016171807,1.231371974,11901.97778,129734.5489,10.90025131,6885.87,11969.71,5,1.738300316,141704.2589,55.36050084,193.5718452
FiletMignon,1619,ONIONS OG GREEN,0.263875148,0.019085543,4630,4630,0.004608561,1118,0.01746493,0.915086866,32963.67,584684.9525,17.73725294,5415,9644.65,2,1.7810988,594329.6025,44.44795665,168.4431328
FiletMignon,3214537,BEANS CV GREEN SNIPPED 12 OZ,0.263875148,0.018920657,4590,4590,0.004575584,1110,0.017339957,0.916456388,32963.67,584684.9525,17.73725294,4878,19372.22,131,3.971344813,604057.1725,88.63921399,335.9134596
FiletMignon,5103664,MUSHROOMS - CV SLICED WHITE 8OZ,0.263875148,0.011941861,2897,2897,0.004542607,1102,0.017214984,1.441566259,32963.67,584684.9525,17.73725294,3428,10029.03,4,2.925621354,594713.9825,45.55793703,172.6495932
Salmon,5062323,PEPPERS CV RED BELL FAIR TRADE,0.285994592,0.012123236,2941,2941,0.004521996,1097,0.015811473,1.304228789,11901.97778,129734.5489,10.90025131,3535,10294.66,14,2.912209335,140029.2089,46.55240907,162.7737391
NYStrip,28,BERRIES CV RASPBERRIES 6 OZ,0.175261344,0.027090753,6572,6572,0.004493141,1090,0.025636804,0.946330429,20667.6425,291081.83,14.08393967,8288,30404.1,2,3.668448359,321485.93,136.6099006,779.4639556
Salmon,1336,PEPPERS CV GREEN BELL,0.285994592,0.014167821,3437,3437,0.004476652,1086,0.015652926,1.104822404,11901.97778,129734.5489,10.90025131,4152,6189.78,3,1.490794798,135924.3289,27.70949199,96.88816777
CrabCakes,1421,BROCCOLI CV CROWNS,0.159098404,0.038232918,9275,9275,0.004447797,1079,0.027956265,0.731209295,46943.165,365938.355,7.795349014,10123.36,25629.34,5,2.531702913,391567.695,113.9941048,716.5006182
NYStrip,354,MARKET STYLE BACON,0.175261344,0.016204162,3931,3931,0.004427186,1074,0.025260484,1.558888666,20667.6425,291081.83,14.08393967,6732.4,36464.3,4,5.416240865,327546.13,161.4342526,921.1058682
FiletMignon,5202017,BRUSSELS SPROUTS OG 1LB,0.263875148,0.017069813,4141,4141,0.004406576,1069,0.016699472,0.978304349,32963.67,584684.9525,17.73725294,4816,22484.85,4,4.668781146,607169.8025,99.0811925,375.4851228
Salmon,1013251,ABF PACKAGED CHICKEN BREAST,0.285994592,0.012040793,2921,2921,0.004402454,1068,0.015393485,1.278444488,11901.97778,129734.5489,10.90025131,8979.87,27335.58,14,3.044095293,157070.1289,120.3436199,420.7898449
FiletMignon,392340,MUSHROOMS - CV WHOLE BABY BELLA 8OZ,0.263875148,0.012654993,3070,3070,0.004402454,1068,0.01668385,1.31836112,32963.67,584684.9525,17.73725294,3708,10006.74,12,2.69868932,594691.6925,44.05420756,166.9509532
Salmon,76555,LEAN GROUND SIRLOIN,0.285994592,0.017185233,4169,4169,0.004394209,1066,0.015364658,0.894061696,11901.97778,129734.5489,10.90025131,6374.31,50015.8,12,7.846464951,179750.3489,219.7798889,768.4756818
FiletMignon,558016,TFM RBST FREE MILK 64OZ,0.263875148,0.01683485,4084,4084,0.004381843,1063,0.016605742,0.986390863,32963.67,584684.9525,17.73725294,4250,11749.09,5,2.764491765,596434.0425,51.48266501,195.1023631
FiletMignon,49,BERRIES CV BLUEBERRIES 6 OZ,0.263875148,0.019646155,4766,4766,0.004365354,1059,0.016543256,0.842060764,32963.67,584684.9525,17.73725294,5628,20708.65,5,3.679575338,605393.6025,90.40059173,342.5885017
FiletMignon,39950,APPLES CV HONEYCRISP LARGE,0.263875148,0.016492712,4001,4001,0.004352988,1056,0.016496391,1.000223091,32963.67,584684.9525,17.73725294,7611.22,25208.98,5,3.312081375,609893.9325,109.7343807,415.8572012
Salmon,187353,MUSHROOMS - CV SLICED BABY BELLA 8OZ,0.285994592,0.0190031,4610,4610,0.004348866,1055,0.015206111,0.800191094,11901.97778,129734.5489,10.90025131,5502,14807.03,7,2.691208651,144541.5789,64.39378318,225.1573458
Salmon,47904,26-30 CT RAW PEELED AND DEVEINED SHRIMP,0.285994592,0.010214681,2478,2478,0.004324133,1049,0.015119631,1.48018625,11901.97778,129734.5489,10.90025131,2683.21,37134.03,4,13.83940504,166868.5789,160.5724734,561.4528318
CrabCakes,850261,TFM COCKTAIL SAUCES,0.159098404,0.01084537,2631,2631,0.004324133,1049,0.027178982,2.506044724,46943.165,365938.355,7.795349014,2766,8270.34,4,2.99,374208.695,35.76204764,224.7794243
NYStrip,1434,GARLIC CV LOOSE,0.175261344,0.022527536,5465,5465,0.004320011,1048,0.024648964,1.094170441,20667.6425,291081.83,14.08393967,1407.36,6992.92,4,4.968821055,298074.75,30.20948819,172.3682329
CrabCakes,3260905,BERRIES CV BLUEBERRIES JUMBO,0.159098404,0.024910137,6043,6043,0.004291156,1041,0.026971707,1.082760272,46943.165,365938.355,7.795349014,7530,62323.96,12,8.276754316,428262.315,267.441805,1680.983583
Salmon,1627,CARROTS OG BABY PEELED 1 LB,0.285994592,0.01111331,2696,2696,0.004274667,1037,0.014946671,1.344934233,11901.97778,129734.5489,10.90025131,2962,6724.57,12,2.270280216,136459.1189,28.745297,100.5099321
RibEye,1348,ONIONS CV RED,0.187161984,0.022527536,5465,5465,0.0042623,1034,0.022773324,1.010910558,17746.706,328282.894,18.49824379,3877.16,7852.25,2,2.025258179,336135.144,33.46864901,178.8218329
FiletMignon,1483,TOMATOES CV BEEFSTEAK,0.263875148,0.014897441,3614,3614,0.0042623,1034,0.016152717,1.084261158,32963.67,584684.9525,17.73725294,4527.52,12333.89,16,2.724204421,597018.8425,52.57074537,199.2258297
CrabCakes,28,BERRIES CV RASPBERRIES 6 OZ,0.159098404,0.027090753,6572,6572,0.004237568,1028,0.026634884,0.983172533,46943.165,365938.355,7.795349014,8288,30404.1,2,3.668448359,396342.455,128.8394292,809.8096901
NYStrip,181201,PP SMALL ROASTED CHICKEN SALAD,0.175261344,0.02599014,6305,6305,0.004196346,1017,0.023943364,0.921247981,20667.6425,291081.83,14.08393967,6881.64,80635.9,14,11.71754117,371717.73,338.3761468,1930.694692
FiletMignon,31,SQUASH CV ZUCCHINI,0.263875148,0.018586763,4509,4509,0.00418398,1015,0.015855907,0.8530752,32963.67,584684.9525,17.73725294,4851.55,11743.46,131,2.420558378,596428.4125,49.13439808,186.203204
Salmon,217,BROCCOLI OG BUNCHED,0.285994592,0.010070406,2443,2443,0.004179858,1014,0.014615163,1.451298236,11901.97778,129734.5489,10.90025131,3396.67,11858.48,12,3.491207565,141593.0289,49.56675702,173.3136166
FiletMignon,354,MARKET STYLE BACON,0.263875148,0.016204162,3931,3931,0.004175735,1013,0.015824663,0.976580191,32963.67,584684.9525,17.73725294,6732.4,36464.3,4,5.416240865,621149.2525,152.265268,577.035272
Salmon,456363,ABF BONELESS CHICKEN THIGHS,0.285994592,0.012094381,2934,2934,0.004151003,1007,0.014514269,1.20008371,11901.97778,129734.5489,10.90025131,5131.59,24282.64,2,4.731991449,154017.1889,100.7972995,352.4447749
FiletMignon,7930,BACON - APPLEWOOD SMOKED NUESKE'S,0.263875148,0.011562624,2805,2805,0.004151003,1007,0.015730934,1.360498648,32963.67,584684.9525,17.73725294,2855.75,28503.56,3,9.981111792,613188.5125,118.318349,448.3876171
FiletMignon,-200430,UNKNOWN,0.263875148,0.014678967,3561,3561,0.00414688,1006,0.015715312,1.070600684,32963.67,584684.9525,17.73725294,19,0,12,0,584684.9525,0,0
NYStrip,3260905,BERRIES CV BLUEBERRIES JUMBO,0.175261344,0.024910137,6043,6043,0.004138636,1004,0.023614084,0.947970844,20667.6425,291081.83,14.08393967,7530,62323.96,12,8.276754316,353405.79,257.9361885,1471.723213
Salmon,183,TOMATOES CV GRAPE,0.285994592,0.010931935,2652,2652,0.004134514,1002,0.014456616,1.32242056,11901.97778,129734.5489,10.90025131,2992,10905.11,3,3.644756016,140639.6589,45.08732905,157.6509849
NYStrip,1348,ONIONS CV RED,0.175261344,0.022527536,5465,5465,0.004122147,1000,0.023520004,1.044055764,20667.6425,291081.83,14.08393967,3877.16,7852.25,2,2.025258179,298934.08,32.3681325,184.6849495
RibEye,80,CUCUMBERS CV HOT HOUSE,0.187161984,0.022321429,5415,5415,0.004122147,1000,0.022024491,0.986697207,17746.706,328282.894,18.49824379,6295,18352.67,12,2.91543606,346635.564,75.65241228,404.2082195
FiletMignon,30,LETTUCE CV ICEBERG,0.263875148,0.013236216,3211,3211,0.004101537,995,0.015543475,1.174314125,32963.67,584684.9525,17.73725294,3382,8421.68,12,2.490147842,593106.6325,34.5418299,130.9021714
Salmon,172705,26-30 PER LB JUMBO COCKTAIL SHRIMP,0.285994592,0.014044156,3407,3407,0.004064437,985,0.014211588,1.01192182,11901.97778,129734.5489,10.90025131,2483.03,42198.81,3,16.99488528,171933.3589,171.514422,599.7121167
RibEye,28,BERRIES CV RASPBERRIES 6 OZ,0.187161984,0.027090753,6572,6572,0.004060315,985,0.021694124,0.800794415,17746.706,328282.894,18.49824379,8288,30404.1,2,3.668448359,358686.994,123.4502313,659.5903114
FiletMignon,2240421,HMR - ASPARAGUS TIPS,0.263875148,0.014097744,3420,3420,0.004056193,983,0.015371637,1.090361483,32963.67,584684.9525,17.73725294,2254.54,21500.35,12,9.536468637,606185.3025,87.20957163,330.4955853
Salmon,1449,SHALLOTS CV,0.285994592,0.012238656,2969,2969,0.004047949,981,0.014153935,1.156494228,11901.97778,129734.5489,10.90025131,757.61,3785.23,14,4.996277768,133519.7789,15.32241731,53.57589882
RibEye,40400,CORN BI COLOR PACKAGED - 4 PACK,0.187161984,0.01631546,3957,3958,0.004043827,981,0.021606026,1.324267063,17746.706,328282.894,18.49824379,4476.02,26591.4,12,5.940858173,354874.294,107.5310126,574.5344771
NYStrip,1335,CUCUMBERS CV,0.175261344,0.022663567,5498,5498,0.004027338,977,0.022979044,1.013920001,20667.6425,291081.83,14.08393967,7856,9532.74,4,1.213434318,300614.57,38.39156683,219.0532488
RibEye,181203,PP TWICE BAKED POTATOES,0.187161984,0.015066449,3655,3655,0.004014972,974,0.021451854,1.423816218,17746.706,328282.894,18.49824379,5720.41,34242.48,4,5.986018485,362525.374,137.4825861,734.5646974
RibEye,1335,CUCUMBERS CV,0.187161984,0.022663567,5498,5498,0.004006727,972,0.021407805,0.944591187,17746.706,328282.894,18.49824379,7856,9532.74,4,1.213434318,337815.634,38.19509003,204.0750436
FiletMignon,86,TOMATOES CV ON THE VINE CLUSTER,0.263875148,0.016175307,3924,3924,0.003990239,968,0.015121692,0.934862777,32963.67,584684.9525,17.73725294,4389.98,12447.03,2,2.835327268,597131.9825,49.66662149,188.2201556
CrabCakes,1332,LIMES CV,0.159098404,0.030573968,7417,7417,0.003981994,966,0.0250285,0.81862127,46943.165,365938.355,7.795349014,18821,12939.99,7,0.687529356,378878.345,51.52696849,323.8685444
FiletMignon,1837932,MANDARIN CV HALO 3 LB,0.263875148,0.018998978,4609,4609,0.003969628,962,0.015043584,0.791810194,32963.67,584684.9525,17.73725294,4711,31229.89,4,6.629142433,615914.8425,123.9710463,469.8094803
RibEye,-200430,UNKNOWN,0.187161984,0.014678967,3561,3561,0.003936651,955,0.021033389,1.432892989,17746.706,328282.894,18.49824379,19,0,12,0,328282.894,0,0
Salmon,1483,TOMATOES CV BEEFSTEAK,0.285994592,0.014897441,3614,3614,0.003928407,953,0.013735947,0.922033991,11901.97778,129734.5489,10.90025131,4527.52,12333.89,16,2.724204421,142068.4389,48.45253417,169.4176588
Salmon,1944845,MARYLAND CRAB CAKE 3 OZ,0.285994592,0.015251946,3700,3700,0.003924284,952,0.013721534,0.899657912,11901.97778,129734.5489,10.90025131,9486,42852.16,5,4.517410921,172586.7089,168.1640628,587.9973526
Salmon,558060,TFM SLICED CHEESE,0.285994592,0.012102625,2936,2936,0.003920162,951,0.01370712,1.13257415,11901.97778,129734.5489,10.90025131,3421,17070.79,4,4.99,146805.3389,66.9202665,233.9913706
Salmon,1451,ONIONS CV YELLOW JUMBO,0.285994592,0.012164457,2951,2951,0.003920162,951,0.01370712,1.12681725,11901.97778,129734.5489,10.90025131,3064.9,5153.95,5,1.68160462,134888.4989,20.20432022,70.64581219
RibEye,354,MARKET STYLE BACON,0.187161984,0.016204162,3931,3931,0.003911918,949,0.020901242,1.289868772,17746.706,328282.894,18.49824379,6732.4,36464.3,4,5.416240865,364747.194,142.6453498,762.1491653
FiletMignon,48,BERRIES CV BLACKBERRIES 6 OZ,0.263875148,0.01620004,3930,3930,0.003899552,946,0.014778017,0.912221062,32963.67,584684.9525,17.73725294,4794,17505.91,1,3.65162912,602190.8625,68.26519778,258.702641
Salmon,985866,BEANS OG GREEN 12 OZ,0.285994592,0.009806589,2379,2379,0.003878941,941,0.013562986,1.383048344,11901.97778,129734.5489,10.90025131,2582,15393.18,3,5.961727343,145127.7289,59.70923353,208.7774918
Salmon,29025,PARSLEY OG ITALIAN,0.285994592,0.009180022,2227,2227,0.003878941,941,0.013562986,1.477445895,11901.97778,129734.5489,10.90025131,2339,4620.61,4,1.975463873,134355.1589,17.92307253,62.66927083
FiletMignon,70656,BERRIES OG BLUEBERRIES 6 OZ,0.263875148,0.017824166,4324,4324,0.003874819,940,0.014684288,0.823841524,32963.67,584684.9525,17.73725294,5549,24013.84,12,4.327597765,608698.7925,93.0492745,352.626138
Salmon,1351,TOMATOES CV ROMA,0.285994592,0.010680484,2591,2591,0.003870696,939,0.01353416,1.267185978,11901.97778,129734.5489,10.90025131,2257.53,4494.71,9,1.990985723,134229.2589,17.39765817,60.83212295
FiletMignon,992516,MUSHROOMS - CV WHOLE WHITE 8OZ,0.263875148,0.010416667,2527,2527,0.003837719,931,0.014543694,1.396194582,32963.67,584684.9525,17.73725294,2923,8605.11,9,2.943930893,593290.0625,33.02399671,125.150083
FiletMignon,16,GRAPES CV RED SEEDLESS,0.263875148,0.0165463,4014,4014,0.003829475,929,0.01451245,0.877081307,32963.67,584684.9525,17.73725294,7661.37,22380.47,7,2.921209914,607065.4225,85.70545043,324.7954608
Salmon,1479,SQUASH CV YELLOW,0.285994592,0.01000033,2426,2426,0.003829475,929,0.013390026,1.338958439,11901.97778,129734.5489,10.90025131,2241.02,5253.05,4,2.34404423,134987.5989,20.11642367,70.33847579
Salmon,40400,CORN BI COLOR PACKAGED - 4 PACK,0.285994592,0.01631546,3957,3958,0.003812986,925,0.013332372,0.817161924,11901.97778,129734.5489,10.90025131,4476.02,26591.4,12,5.940858173,156325.9489,101.3926469,354.5264485
Salmon,840484,DE CECCO PASTA,0.285994592,0.010981401,2664,2664,0.003808864,924,0.013317959,1.212774146,11901.97778,129734.5489,10.90025131,3928,11835.04,4,3.01299389,141569.5889,45.07806094,157.6185783
CrabCakes,1353,POTATOES CV SWEET,0.159098404,0.036349096,8818,8818,0.003804742,923,0.023914395,0.657908934,46943.165,365938.355,7.795349014,15087.7,19731.85,5,1.307810336,385670.205,75.07460077,471.8752604
Salmon,896806,POTATOES CV ONE-BITE MEDLEY 24 OZ,0.285994592,0.012485985,3029,3029,0.003804742,923,0.013303546,1.065478295,11901.97778,129734.5489,10.90025131,3419,17059.81,131,4.989707517,146794.3589,64.90817764,226.9559618
Salmon,7990,COD,0.285994592,0.008025821,1947,1947,0.00380062,922,0.013289132,1.65579722,11901.97778,129734.5489,10.90025131,2333.99,30298.58,131,12.98145236,160033.1289,115.1533882,402.6418386
RibEye,3260905,BERRIES CV BLUEBERRIES JUMBO,0.187161984,0.024910137,6043,6043,0.003788254,919,0.020240507,0.812540987,17746.706,328282.894,18.49824379,7530,62323.96,12,8.276754316,390606.854,236.0989614,1261.468576
CrabCakes,835690,MANDARIN CV SUMO,0.159098404,0.023277767,5647,5647,0.003788254,919,0.023810758,1.022896991,46943.165,365938.355,7.795349014,14595.27,53424.78,2,3.660417382,419363.135,202.3866113,1272.084486
NYStrip,76555,LEAN GROUND SIRLOIN,0.175261344,0.017185233,4169,4169,0.003784131,918,0.021591363,1.256390512,20667.6425,291081.83,14.08393967,6374.31,50015.8,12,7.846464951,341097.63,189.2663583,1079.909316
Salmon,875242,VITAL FARMS PASTURE RAISED EGGS,0.285994592,0.010066284,2442,2442,0.003784131,918,0.013231479,1.314435261,11901.97778,129734.5489,10.90025131,2785,15008.15,14,5.388922801,144742.6989,56.79281139,198.5800187
Salmon,1921574,SALAD OG ORGANIC GIRL BABY SPINACH 5OZ,0.285994592,0.008207196,1990,1991,0.003759398,912,0.013144999,1.601643139,11901.97778,129734.5489,10.90025131,2065,8833.45,5,4.277699758,138567.9989,33.20845865,116.1156875
CrabCakes,1944836,WORLD FAMOUS SALMON CAKES 3 OZ,0.159098404,0.005400013,1310,1310,0.003751154,910,0.023577573,4.366206521,46943.165,365938.355,7.795349014,3133,14115.26,14,4.505349505,380053.615,52.94851685,332.8035703
NYStrip,1837932,MANDARIN CV HALO 3 LB,0.175261344,0.018998978,4609,4609,0.003751154,910,0.021403203,1.126545004,20667.6425,291081.83,14.08393967,4711,31229.89,4,6.629142433,322311.72,117.1481331,668.4196886
FiletMignon,15,GRAPES CV GREEN SEEDLESS,0.263875148,0.015985688,3878,3878,0.003726421,904,0.014121911,0.883409642,32963.67,584684.9525,17.73725294,7737.14,22824.25,4,2.949959546,607509.2025,85.05277173,322.3220233
Salmon,456539,ABF CHICKEN CUTLETS,0.285994592,0.011080332,2688,2688,0.003726421,904,0.013029692,1.175929663,11901.97778,129734.5489,10.90025131,4372.66,29181.55,4,6.673638014,158916.0989,108.74275,380.2265956
FiletMignon,896806,POTATOES CV ONE-BITE MEDLEY 24 OZ,0.263875148,0.012485985,3029,3029,0.003718177,902,0.014090668,1.128518736,32963.67,584684.9525,17.73725294,3419,17059.81,131,4.989707517,601744.7625,63.43139353,240.3841132
Salmon,853706,TOMATOES CV MINI SAN MARZANO,0.285994592,0.011043233,2679,2679,0.003676956,892,0.012856731,1.164218028,11901.97778,129734.5489,10.90025131,2976,12619.24,2,4.240336022,142353.7889,46.40038451,162.2421747
FiletMignon,1336,PEPPERS CV GREEN BELL,0.263875148,0.014167821,3437,3437,0.003668711,890,0.013903209,0.981323014,32963.67,584684.9525,17.73725294,4152,6189.78,3,1.490794798,590874.7325,22.70851553,86.05780298
Salmon,10084,PEPPERS CV RED BELL FAIR TRIDE,0.285994592,0.009414985,2284,2284,0.003652223,886,0.012770251,1.356375079,11901.97778,129734.5489,10.90025131,2871,8380.29,12,2.918944619,138114.8389,30.60668505,107.018405
FiletMignon,1449,SHALLOTS CV,0.263875148,0.012238656,2969,2969,0.003652223,886,0.013840722,1.13090216,32963.67,584684.9525,17.73725294,757.61,3785.23,14,4.996277768,588470.1825,13.82450279,52.39031743
NYStrip,80,CUCUMBERS CV HOT HOUSE,0.175261344,0.022321429,5415,5415,0.003635734,882,0.020744643,0.929360021,20667.6425,291081.83,14.08393967,6295,18352.67,12,2.91543606,309434.5,66.72542763,380.7195931
NYStrip,558011,TFM CHEESE SHREDDED BAGGED,0.175261344,0.017749967,4306,4306,0.003594513,872,0.020509443,1.15546374,20667.6425,291081.83,14.08393967,5192,25908.08,5,4.99,316989.91,93.12691993,531.3602973
NYStrip,187353,MUSHROOMS - CV SLICED BABY BELLA 8OZ,0.175261344,0.0190031,4610,4610,0.00359039,871,0.020485923,1.078030607,20667.6425,291081.83,14.08393967,5502,14807.03,7,2.691208651,305888.86,53.1630191,303.3356806
RibEye,558011,TFM CHEESE SHREDDED BAGGED,0.187161984,0.017749967,4306,4306,0.003586268,870,0.019161307,1.07951228,17746.706,328282.894,18.49824379,5192,25908.08,5,4.99,354190.974,92.91332608,496.4326843
Salmon,2006907,TFM MILK GALLON RBST FREE,0.285994592,0.011645067,2825,2825,0.003557413,863,0.012438743,1.068155603,11901.97778,129734.5489,10.90025131,3035,12467.34,14,4.107855025,142201.8889,44.35148076,155.0780401
